method,c_R,operational_loss,L_fraud,reviewer_actions
MAGD-Fraud,0.0003709389351762625,1038.7163366206412,1011.482,73420
MAGD-Fraud,0.0003776832794521946,1039.2115063773801,1011.482,73420
MAGD-Fraud,0.0003844276237281266,1039.706676134119,1011.482,73420
MAGD-Fraud,0.0003911719680040587,1040.201845890858,1011.482,73420
MAGD-Fraud,0.0003979163122799907,1040.6970156475968,1011.482,73420
MAGD-Fraud,0.00040466065655592274,1041.1921854043358,1011.482,73420
MAGD-Fraud,0.0004114050008318548,1041.6873551610747,1011.482,73420
MAGD-Fraud,0.00041814934510778684,1042.1825249178137,1011.482,73420
MAGD-Fraud,0.0004248936893837189,1042.6776946745526,1011.482,73420
MAGD-Fraud,0.00043163803365965094,1043.1728644312916,1011.482,73420
MAGD-Fraud,0.00043838237793558297,1043.6680341880306,1011.482,73420
MAGD-Fraud,0.00044512672221151505,1044.1632039447695,1011.482,73420
MAGD-Fraud,0.00045187106648744707,1044.6583737015083,1011.482,73420
MAGD-Fraud,0.00045861541076337915,1045.1535434582472,1011.482,73420
MAGD-Fraud,0.00046535975503931117,1045.6487132149862,1011.482,73420
MAGD-Fraud,0.0004721040993152432,1046.1438829717251,1011.482,73420
MAGD-Fraud,0.0004788484435911753,1046.639052728464,1011.482,73420
MAGD-Fraud,0.0004855927878671073,1047.134222485203,1011.482,73420
MAGD-Fraud,0.0004923371321430394,1047.629392241942,1011.482,73420
MAGD-Fraud,0.0004990814764189714,1048.1245619986807,1011.482,73420
MAGD-Fraud,0.0005058258206949034,1048.6197317554197,1011.482,73420
MAGD-Fraud,0.0005125701649708354,1049.1149015121587,1011.482,73420
MAGD-Fraud,0.0005193145092467676,1049.6100712688976,1011.482,73420
MAGD-Fraud,0.0005260588535226996,1050.1052410256366,1011.482,73420
MAGD-Fraud,0.0005328031977986316,1050.6004107823755,1011.482,73420
MAGD-Fraud,0.0005395475420745637,1051.0955805391145,1011.482,73420
MAGD-Fraud,0.0005462918863504957,1051.5907502958535,1011.482,73420
MAGD-Fraud,0.0005530362306264278,1052.0859200525922,1011.482,73420
MAGD-Fraud,0.0005597805749023598,1052.5810898093312,1011.482,73420
MAGD-Fraud,0.0005665249191782919,1053.0762595660701,1011.482,73420
MAGD-Fraud,0.0005732692634542239,1053.571429322809,1011.482,73420
MAGD-Fraud,0.0005800136077301559,1054.066599079548,1011.482,73420
MAGD-Fraud,0.000586757952006088,1054.561768836287,1011.482,73420
MAGD-Fraud,0.0005935022962820201,1055.056938593026,1011.482,73420
MAGD-Fraud,0.0006002466405579521,1055.552108349765,1011.482,73420
MAGD-Fraud,0.0006069909848338841,1056.0472781065037,1011.482,73420
MAGD-Fraud,0.0006137353291098161,1056.5424478632426,1011.482,73420
MAGD-Fraud,0.0006204796733857483,1057.0376176199816,1011.482,73420
MAGD-Fraud,0.0006272240176616803,1057.5327873767205,1011.482,73420
MAGD-Fraud,0.0006339683619376123,1058.0279571334595,1011.482,73420
MAGD-Fraud,0.0006407127062135443,1058.5231268901985,1011.482,73420
MAGD-Fraud,0.0006474570504894765,1059.0182966469374,1011.482,73420
MAGD-Fraud,0.0006542013947654085,1059.5134664036764,1011.482,73420
MAGD-Fraud,0.0006609457390413405,1060.008636160415,1011.482,73420
MAGD-Fraud,0.0006676900833172725,1060.503805917154,1011.482,73420
MAGD-Fraud,0.0006744344275932046,1060.998975673893,1011.482,73420
MAGD-Fraud,0.0006811787718691367,1061.494145430632,1011.482,73420
MAGD-Fraud,0.0006879231161450687,1061.989315187371,1011.482,73420
MAGD-Fraud,0.0006946674604210007,1062.48448494411,1011.482,73420
MAGD-Fraud,0.0007014118046969328,1062.9796547008489,1011.482,73420
MAGD-Fraud,0.0007081561489728648,1063.4748244575876,1011.482,73420
MAGD-Fraud,0.0007149004932487969,1063.9699942143266,1011.482,73420
MAGD-Fraud,0.000721644837524729,1064.4651639710655,1011.482,73420
MAGD-Fraud,0.000728389181800661,1064.9603337278045,1011.482,73420
MAGD-Fraud,0.000735133526076593,1065.4555034845434,1011.482,73420
MAGD-Fraud,0.000741877870352525,1065.9506732412824,1011.482,73420
MAGD-Fraud,0.0007486222146284572,1066.4458429980214,1011.482,73420
MAGD-Fraud,0.0007553665589043892,1066.9410127547603,1011.482,73420
MAGD-Fraud,0.0007621109031803212,1067.436182511499,1011.482,73420
MAGD-Fraud,0.0007688552474562532,1067.931352268238,1011.482,73420
MAGD-Fraud,0.0007755995917321852,1068.426522024977,1011.482,73420
MAGD-Fraud,0.0007823439360081174,1068.921691781716,1011.482,73420
MAGD-Fraud,0.0007890882802840494,1069.416861538455,1011.482,73420
MAGD-Fraud,0.0007958326245599814,1069.9120312951939,1011.482,73420
MAGD-Fraud,0.0008025769688359135,1070.4072010519328,1011.482,73420
MAGD-Fraud,0.0008093213131118455,1070.9023708086715,1011.482,73420
MAGD-Fraud,0.0008160656573877776,1071.3975405654105,1011.482,73420
MAGD-Fraud,0.0008228100016637096,1071.8927103221495,1011.482,73420
MAGD-Fraud,0.0008295543459396417,1072.3878800788884,1011.482,73420
MAGD-Fraud,0.0008362986902155737,1072.8830498356274,1011.482,73420
MAGD-Fraud,0.0008430430344915057,1073.3782195923663,1011.482,73420
MAGD-Fraud,0.0008497873787674378,1073.8733893491053,1011.482,73420
MAGD-Fraud,0.0008565317230433699,1074.3685591058443,1011.482,73420
MAGD-Fraud,0.0008632760673193019,1074.8637288625832,1011.482,73420
MAGD-Fraud,0.0008700204115952339,1075.358898619322,1011.482,73420
MAGD-Fraud,0.0008767647558711659,1075.854068376061,1011.482,73420
MAGD-Fraud,0.0008835091001470981,1076.3492381327999,1011.482,73420
MAGD-Fraud,0.0008902534444230301,1076.8444078895388,1011.482,73420
MAGD-Fraud,0.0008969977886989621,1077.3395776462778,1011.482,73420
MAGD-Fraud,0.0009037421329748941,1077.8347474030168,1011.482,73420
MAGD-Fraud,0.0009104864772508262,1078.3299171597557,1011.482,73420
MAGD-Fraud,0.0009172308215267583,1078.8250869164945,1011.482,73420
MAGD-Fraud,0.0009239751658026903,1079.3202566732334,1011.482,73420
MAGD-Fraud,0.0009307195100786223,1079.8154264299724,1011.482,73420
MAGD-Fraud,0.0009374638543545544,1080.3105961867113,1011.482,73420
MAGD-Fraud,0.0009442081986304864,1080.8057659434503,1011.482,73420
MAGD-Fraud,0.0009509525429064185,1081.3009357001893,1011.482,73420
MAGD-Fraud,0.0009576968871823505,1081.7961054569282,1011.482,73420
MAGD-Fraud,0.0009644412314582826,1082.2912752136672,1011.482,73420
MAGD-Fraud,0.0009711855757342146,1082.786444970406,1011.482,73420
MAGD-Fraud,0.0009779299200101466,1083.2816147271449,1011.482,73420
MAGD-Fraud,0.0009846742642860788,1083.7767844838838,1011.482,73420
MAGD-Fraud,0.0009914186085620107,1084.2719542406228,1011.482,73420
MAGD-Fraud,0.0009981629528379428,1084.7671239973618,1011.482,73420
MAGD-Fraud,0.001004907297113875,1085.2622937541007,1011.482,73420
MAGD-Fraud,0.0010116516413898068,1085.7574635108397,1011.482,73420
MAGD-Fraud,0.001018395985665739,1086.2526332675786,1011.482,73420
MAGD-Fraud,0.001025140329941671,1086.7478030243174,1011.482,73420
MAGD-Fraud,0.001031884674217603,1087.2429727810563,1011.482,73420
MAGD-Fraud,0.0010386290184935352,1087.7381425377953,1011.482,73420
MAGD-Fraud,0.001045373362769467,1088.2333122945342,1011.482,73420
MAGD-Fraud,0.0010521177070453992,1088.7284820512732,1011.482,73420
MAGD-Fraud,0.0010588620513213311,1089.2236518080122,1011.482,73420
MAGD-Fraud,0.0010656063955972633,1089.7188215647511,1011.482,73420
MAGD-Fraud,0.0010723507398731954,1090.21399132149,1011.482,73420
MAGD-Fraud,0.0010790950841491273,1090.7091610782288,1011.482,73420
MAGD-Fraud,0.0010858394284250594,1091.2043308349678,1011.482,73420
MAGD-Fraud,0.0010925837727009914,1091.6995005917067,1011.482,73420
MAGD-Fraud,0.0010993281169769235,1092.1946703484457,1011.482,73420
MAGD-Fraud,0.0011060724612528556,1092.6898401051847,1011.482,73420
MAGD-Fraud,0.0011128168055287875,1093.1850098619236,1011.482,73420
MAGD-Fraud,0.0011195611498047197,1093.6801796186626,1011.482,73420
MAGD-Fraud,0.0011263054940806516,1094.1753493754013,1011.482,73420
MAGD-Fraud,0.0011330498383565837,1094.6705191321403,1011.482,73420
MAGD-Fraud,0.0011397941826325158,1095.1656888888792,1011.482,73420
MAGD-Fraud,0.0011465385269084478,1095.6608586456182,1011.482,73420
MAGD-Fraud,0.00115328287118438,1096.1560284023572,1011.482,73420
MAGD-Fraud,0.0011600272154603118,1096.651198159096,1011.482,73420
MAGD-Fraud,0.001166771559736244,1097.146367915835,1011.482,73420
MAGD-Fraud,0.001173515904012176,1097.641537672574,1011.482,73420
MAGD-Fraud,0.001180260248288108,1098.1367074293128,1011.482,73420
MAGD-Fraud,0.0011870045925640401,1098.6318771860517,1011.482,73420
MAGD-Fraud,0.001193748936839972,1099.1270469427907,1011.482,73420
MAGD-Fraud,0.0012004932811159042,1099.6222166995296,1011.482,73420
MAGD-Fraud,0.0012072376253918363,1100.1173864562686,1011.482,73420
MAGD-Fraud,0.0012139819696677682,1100.6125562130076,1011.482,73420
MAGD-Fraud,0.0012207263139437003,1101.1077259697465,1011.482,73420
MAGD-Fraud,0.0012274706582196323,1101.6028957264853,1011.482,73420
MAGD-Fraud,0.0012342150024955644,1102.0980654832242,1011.482,73420
MAGD-Fraud,0.0012409593467714965,1102.5932352399632,1011.482,73420
MAGD-Fraud,0.0012477036910474284,1103.0884049967021,1011.482,73420
MAGD-Fraud,0.0012544480353233606,1103.583574753441,1011.482,73420
MAGD-Fraud,0.0012611923795992925,1104.07874451018,1011.482,73420
MAGD-Fraud,0.0012679367238752246,1104.573914266919,1011.482,73420
MAGD-Fraud,0.0012746810681511568,1105.069084023658,1011.482,73420
MAGD-Fraud,0.0012814254124270887,1105.564253780397,1011.482,73420
MAGD-Fraud,0.0012881697567030208,1106.0594235371357,1011.482,73420
MAGD-Fraud,0.001294914100978953,1106.5545932938746,1011.482,73420
MAGD-Fraud,0.0013016584452548849,1107.0497630506136,1011.482,73420
MAGD-Fraud,0.001308402789530817,1107.5449328073526,1011.482,73420
MAGD-Fraud,0.001315147133806749,1108.0401025640915,1011.482,73420
MAGD-Fraud,0.001321891478082681,1108.5352723208305,1011.482,73420
MAGD-Fraud,0.0013286358223586132,1109.0304420775694,1011.482,73420
MAGD-Fraud,0.001335380166634545,1109.5256118343082,1011.482,73420
MAGD-Fraud,0.0013421245109104772,1110.0207815910471,1011.482,73420
MAGD-Fraud,0.0013488688551864091,1110.515951347786,1011.482,73420
MAGD-Fraud,0.0013556131994623413,1111.011121104525,1011.482,73420
MAGD-Fraud,0.0013623575437382734,1111.506290861264,1011.482,73420
MAGD-Fraud,0.0013691018880142053,1112.001460618003,1011.482,73420
MAGD-Fraud,0.0013758462322901374,1112.496630374742,1011.482,73420
MAGD-Fraud,0.0013825905765660694,1112.9918001314809,1011.482,73420
MAGD-Fraud,0.0013893349208420015,1113.4869698882196,1011.482,73420
MAGD-Fraud,0.0013960792651179336,1113.9821396449586,1011.482,73420
MAGD-Fraud,0.0014028236093938655,1114.4773094016975,1011.482,73420
MAGD-Fraud,0.0014095679536697977,1114.9724791584365,1011.482,73420
MAGD-Fraud,0.0014163122979457296,1115.4676489151755,1011.482,73420
MAGD-Fraud,0.0014230566422216617,1115.9628186719144,1011.482,73420
MAGD-Fraud,0.0014298009864975939,1116.4579884286534,1011.482,73420
MAGD-Fraud,0.0014365453307735258,1116.953158185392,1011.482,73420
MAGD-Fraud,0.001443289675049458,1117.448327942131,1011.482,73420
MAGD-Fraud,0.0014500340193253898,1117.94349769887,1011.482,73420
MAGD-Fraud,0.001456778363601322,1118.438667455609,1011.482,73420
MAGD-Fraud,0.001463522707877254,1118.933837212348,1011.482,73420
MAGD-Fraud,0.001470267052153186,1119.429006969087,1011.482,73420
MAGD-Fraud,0.0014770113964291181,1119.9241767258259,1011.482,73420
MAGD-Fraud,0.00148375574070505,1120.4193464825648,1011.482,73420
MAGD-Fraud,0.0014905000849809822,1120.9145162393038,1011.482,73420
MAGD-Fraud,0.0014972444292569143,1121.4096859960425,1011.482,73420
MAGD-Fraud,0.0015039887735328462,1121.9048557527815,1011.482,73420
MAGD-Fraud,0.0015107331178087784,1122.4000255095204,1011.482,73420
MAGD-Fraud,0.0015174774620847103,1122.8951952662594,1011.482,73420
MAGD-Fraud,0.0015242218063606424,1123.3903650229984,1011.482,73420
MAGD-Fraud,0.0015309661506365745,1123.8855347797373,1011.482,73420
MAGD-Fraud,0.0015377104949125065,1124.3807045364763,1011.482,73420
MAGD-Fraud,0.0015444548391884386,1124.875874293215,1011.482,73420
MAGD-Fraud,0.0015511991834643705,1125.371044049954,1011.482,73420
MAGD-Fraud,0.0015579435277403026,1125.866213806693,1011.482,73420
MAGD-Fraud,0.0015646878720162348,1126.361383563432,1011.482,73420
MAGD-Fraud,0.0015714322162921667,1126.8565533201709,1011.482,73420
MAGD-Fraud,0.0015781765605680988,1127.3517230769098,1011.482,73420
MAGD-Fraud,0.0015849209048440307,1127.8468928336488,1011.482,73420
MAGD-Fraud,0.0015916652491199629,1128.3420625903877,1011.482,73420
MAGD-Fraud,0.001598409593395895,1128.8372323471267,1011.482,73420
MAGD-Fraud,0.001605153937671827,1129.3324021038654,1011.482,73420
MAGD-Fraud,0.001611898281947759,1129.8275718606044,1011.482,73420
MAGD-Fraud,0.001618642626223691,1130.3227416173434,1011.482,73420
MAGD-Fraud,0.001625386970499623,1130.8179113740823,1011.482,73420
MAGD-Fraud,0.0016321313147755552,1131.3130811308213,1011.482,73420
MAGD-Fraud,0.0016388756590514871,1131.8082508875602,1011.482,73420
MAGD-Fraud,0.0016456200033274193,1132.3034206442992,1011.482,73420
MAGD-Fraud,0.0016523643476033512,1132.798590401038,1011.482,73420
MAGD-Fraud,0.0016591086918792833,1133.293760157777,1011.482,73420
MAGD-Fraud,0.0016658530361552154,1133.7889299145158,1011.482,73420
MAGD-Fraud,0.0016725973804311474,1134.2840996712548,1011.482,73420
MAGD-Fraud,0.0016793417247070795,1134.7792694279938,1011.482,73420
MAGD-Fraud,0.0016860860689830114,1135.2744391847327,1011.482,73420
MAGD-Fraud,0.0016928304132589435,1135.7696089414717,1011.482,73420
MAGD-Fraud,0.0016995747575348757,1136.2647786982106,1011.482,73420
MAGD-Fraud,0.0017063191018108076,1136.7599484549494,1011.482,73420
MAGD-Fraud,0.0017130634460867397,1137.2551182116883,1011.482,73420
MAGD-Fraud,0.0017198077903626716,1137.7502879684273,1011.482,73420
MAGD-Fraud,0.0017265521346386038,1138.2454577251663,1011.482,73420
MAGD-Fraud,0.001733296478914536,1138.7406274819052,1011.482,73420
MAGD-Fraud,0.0017400408231904678,1139.2357972386442,1011.482,73420
MAGD-Fraud,0.0017467851674664,1139.7309669953831,1011.482,73420
MAGD-Fraud,0.0017535295117423319,1140.2261367521219,1011.482,73420
MAGD-Fraud,0.001760273856018264,1140.7213065088608,1011.482,73420
MAGD-Fraud,0.0017670182002941961,1141.2164762655998,1011.482,73420
MAGD-Fraud,0.001773762544570128,1141.7116460223388,1011.482,73420
MAGD-Fraud,0.0017805068888460602,1142.2068157790777,1011.482,73420
MAGD-Fraud,0.001787251233121992,1142.7019855358167,1011.482,73420
MAGD-Fraud,0.0017939955773979242,1143.1971552925556,1011.482,73420
MAGD-Fraud,0.0018007399216738564,1143.6923250492946,1011.482,73420
MAGD-Fraud,0.0018074842659497883,1144.1874948060333,1011.482,73420
MAGD-Fraud,0.0018142286102257204,1144.6826645627723,1011.482,73420
MAGD-Fraud,0.0018209729545016523,1145.1778343195112,1011.482,73420
MAGD-Fraud,0.0018277172987775845,1145.6730040762502,1011.482,73420
MAGD-Fraud,0.0018344616430535166,1146.1681738329892,1011.482,73420
MAGD-Fraud,0.0018412059873294485,1146.6633435897281,1011.482,73420
MAGD-Fraud,0.0018479503316053806,1147.158513346467,1011.482,73420
MAGD-Fraud,0.0018546946758813126,1147.6536831032058,1011.482,73420
MAGD-Fraud,0.0018614390201572447,1148.1488528599448,1011.482,73420
MAGD-Fraud,0.0018681833644331768,1148.6440226166837,1011.482,73420
MAGD-Fraud,0.0018749277087091087,1149.1391923734227,1011.482,73420
MAGD-Fraud,0.0018816720529850409,1149.6343621301617,1011.482,73420
MAGD-Fraud,0.0018884163972609728,1150.1295318869006,1011.482,73420
MAGD-Fraud,0.001895160741536905,1150.6247016436396,1011.482,73420
MAGD-Fraud,0.001901905085812837,1151.1198714003785,1011.482,73420
MAGD-Fraud,0.001908649430088769,1151.6150411571175,1011.482,73420
MAGD-Fraud,0.001915393774364701,1152.1102109138562,1011.482,73420
MAGD-Fraud,0.001922138118640633,1152.6053806705952,1011.482,73420
MAGD-Fraud,0.0019288824629165651,1153.1005504273342,1011.482,73420
MAGD-Fraud,0.0019356268071924973,1153.5957201840731,1011.482,73420
MAGD-Fraud,0.0019423711514684292,1154.090889940812,1011.482,73420
MAGD-Fraud,0.0019491154957443613,1154.586059697551,1011.482,73420
MAGD-Fraud,0.0019558598400202932,1155.08122945429,1011.482,73420
MAGD-Fraud,0.0019626041842962256,1155.5763992110287,1011.482,73420
MAGD-Fraud,0.0019693485285721575,1156.0715689677677,1011.482,73420
MAGD-Fraud,0.0019760928728480894,1156.5667387245066,1011.482,73420
MAGD-Fraud,0.0019828372171240213,1157.0619084812456,1011.482,73420
MAGD-Fraud,0.0019895815613999537,1157.5570782379846,1011.482,73420
MAGD-Fraud,0.0019963259056758856,1158.0522479947235,1011.482,73420
MAGD-Fraud,0.0020030702499518175,1158.5474177514625,1011.482,73420
MAGD-Fraud,0.00200981459422775,1159.0425875082014,1011.482,73420
MAGD-Fraud,0.0020165589385036818,1159.5377572649404,1011.482,73420
MAGD-Fraud,0.0020233032827796137,1160.0329270216791,1011.482,73420
MAGD-Fraud,0.002030047627055546,1160.528096778418,1011.482,73420
MAGD-Fraud,0.002036791971331478,1161.023266535157,1011.482,73420
MAGD-Fraud,0.00204353631560741,1161.518436291896,1011.482,73420
MAGD-Fraud,0.002050280659883342,1162.013606048635,1011.482,73420
MAGD-Fraud,0.002057025004159274,1162.508775805374,1011.482,73420
MAGD-Fraud,0.002063769348435206,1163.0039455621127,1011.482,73420
MAGD-Fraud,0.002070513692711138,1163.4991153188516,1011.482,73420
MAGD-Fraud,0.0020772580369870703,1163.9942850755906,1011.482,73420
MAGD-Fraud,0.0020840023812630022,1164.4894548323296,1011.482,73420
MAGD-Fraud,0.002090746725538934,1164.9846245890685,1011.482,73420
MAGD-Fraud,0.0020974910698148665,1165.4797943458075,1011.482,73420
MAGD-Fraud,0.0021042354140907984,1165.9749641025464,1011.482,73420
MAGD-Fraud,0.0021109797583667303,1166.4701338592854,1011.482,73420
MAGD-Fraud,0.0021177241026426622,1166.9653036160244,1011.482,73420
MAGD-Fraud,0.0021244684469185946,1167.460473372763,1011.482,73420
MAGD-Fraud,0.0021312127911945265,1167.955643129502,1011.482,73420
MAGD-Fraud,0.0021379571354704584,1168.450812886241,1011.482,73420
MAGD-Fraud,0.0021447014797463908,1168.94598264298,1011.482,73420
MAGD-Fraud,0.0021514458240223227,1169.441152399719,1011.482,73420
MAGD-Fraud,0.0021581901682982546,1169.936322156458,1011.482,73420
MAGD-Fraud,0.002164934512574187,1170.4314919131969,1011.482,73420
MAGD-Fraud,0.002171678856850119,1170.9266616699356,1011.482,73420
MAGD-Fraud,0.002178423201126051,1171.4218314266745,1011.482,73420
MAGD-Fraud,0.0021851675454019827,1171.9170011834135,1011.482,73420
MAGD-Fraud,0.002191911889677915,1172.4121709401525,1011.482,73420
MAGD-Fraud,0.002198656233953847,1172.9073406968914,1011.482,73420
MAGD-Fraud,0.002205400578229779,1173.4025104536304,1011.482,73420
MAGD-Fraud,0.0022121449225057112,1173.8976802103693,1011.482,73420
MAGD-Fraud,0.002218889266781643,1174.3928499671083,1011.482,73420
MAGD-Fraud,0.002225633611057575,1174.888019723847,1011.482,73420
MAGD-Fraud,0.0022323779553335074,1175.383189480586,1011.482,73420
MAGD-Fraud,0.0022391222996094393,1175.878359237325,1011.482,73420
MAGD-Fraud,0.0022458666438853712,1176.373528994064,1011.482,73420
MAGD-Fraud,0.002252610988161303,1176.8686987508029,1011.482,73420
MAGD-Fraud,0.0022593553324372355,1177.3638685075418,1011.482,73420
MAGD-Fraud,0.0022660996767131674,1177.8590382642808,1011.482,73420
MAGD-Fraud,0.0022728440209890993,1178.3542080210195,1011.482,73420
MAGD-Fraud,0.0022795883652650317,1178.8493777777585,1011.482,73420
MAGD-Fraud,0.0022863327095409636,1179.3445475344975,1011.482,73420
MAGD-Fraud,0.0022930770538168955,1179.8397172912364,1011.482,73420
MAGD-Fraud,0.002299821398092828,1180.3348870479754,1011.482,73420
MAGD-Fraud,0.00230656574236876,1180.8300568047143,1011.482,73420
MAGD-Fraud,0.0023133100866446917,1181.3252265614533,1011.482,73420
MAGD-Fraud,0.0023200544309206236,1181.8203963181923,1011.482,73420
MAGD-Fraud,0.002326798775196556,1182.3155660749312,1011.482,73420
MAGD-Fraud,0.002333543119472488,1182.81073583167,1011.482,73420
MAGD-Fraud,0.00234028746374842,1183.305905588409,1011.482,73420
MAGD-Fraud,0.002347031808024352,1183.8010753451479,1011.482,73420
MAGD-Fraud,0.002353776152300284,1184.2962451018868,1011.482,73420
MAGD-Fraud,0.002360520496576216,1184.7914148586258,1011.482,73420
MAGD-Fraud,0.0023672648408521483,1185.2865846153647,1011.482,73420
MAGD-Fraud,0.0023740091851280802,1185.7817543721037,1011.482,73420
MAGD-Fraud,0.002380753529404012,1186.2769241288424,1011.482,73420
MAGD-Fraud,0.002387497873679944,1186.7720938855814,1011.482,73420
MAGD-Fraud,0.0023942422179558764,1187.2672636423204,1011.482,73420
MAGD-Fraud,0.0024009865622318083,1187.7624333990593,1011.482,73420
MAGD-Fraud,0.0024077309065077403,1188.2576031557983,1011.482,73420
MAGD-Fraud,0.0024144752507836726,1188.7527729125372,1011.482,73420
MAGD-Fraud,0.0024212195950596045,1189.2479426692762,1011.482,73420
MAGD-Fraud,0.0024279639393355364,1189.7431124260152,1011.482,73420
MAGD-Fraud,0.0024347082836114688,1190.2382821827541,1011.482,73420
MAGD-Fraud,0.0024414526278874007,1190.7334519394929,1011.482,73420
MAGD-Fraud,0.0024481969721633326,1191.2286216962318,1011.482,73420
MAGD-Fraud,0.0024549413164392645,1191.7237914529708,1011.482,73420
MAGD-Fraud,0.002461685660715197,1192.2189612097097,1011.482,73420
MAGD-Fraud,0.002468430004991129,1192.7141309664487,1011.482,73420
MAGD-Fraud,0.0024751743492670607,1193.2093007231877,1011.482,73420
MAGD-Fraud,0.002481918693542993,1193.7044704799266,1011.482,73420
MAGD-Fraud,0.002488663037818925,1194.1996402366653,1011.482,73420
MAGD-Fraud,0.002495407382094857,1194.6948099934043,1011.482,73420
MAGD-Fraud,0.0025021517263707892,1195.1899797501433,1011.482,73420
MAGD-Fraud,0.002508896070646721,1195.6851495068822,1011.482,73420
MAGD-Fraud,0.002515640414922653,1196.1803192636212,1011.482,73420
MAGD-Fraud,0.002522384759198585,1196.6754890203601,1011.482,73420
MAGD-Fraud,0.0025291291034745173,1197.170658777099,1011.482,73420
MAGD-Fraud,0.0025358734477504493,1197.665828533838,1011.482,73420
MAGD-Fraud,0.002542617792026381,1198.1609982905768,1011.482,73420
MAGD-Fraud,0.0025493621363023135,1198.6561680473158,1011.482,73420
MAGD-Fraud,0.0025561064805782454,1199.1513378040547,1011.482,73420
