sensitive_column,group,false_positive_rate,false_negative_rate,group_cost,false_positive_rate_disparity,false_negative_rate_disparity,method
customer_age,10,0.0,0.0,0.0,0.0,0.0,oracle upper bound
customer_age,20,0.0,0.0,0.0,0.0,0.0,oracle upper bound
customer_age,30,0.0,0.0,0.0,0.0,0.0,oracle upper bound
customer_age,40,0.0,0.0,0.0,0.0,0.0,oracle upper bound
customer_age,50,0.0,0.0,0.0,0.0,0.0,oracle upper bound
customer_age,60,0.0,0.0,0.0,0.0,0.0,oracle upper bound
customer_age,70,0.0,0.0,0.0,0.0,0.0,oracle upper bound
customer_age,80,0.0,0.0,0.0,0.0,0.0,oracle upper bound
customer_age,90,0.0,0.0,0.0,0.0,0.0,oracle upper bound
customer_age,10,0.0,0.9230769230769231,12.0,0.011799410029498525,0.9423076923076923,learning-to-defer baseline
customer_age,20,4.79225571476494e-05,0.9423076923076923,147.057,0.011799410029498525,0.9423076923076923,learning-to-defer baseline
customer_age,30,0.00025032855623005195,0.8691358024691358,352.456,0.011799410029498525,0.9423076923076923,learning-to-defer baseline
customer_age,40,0.00047403733955659277,0.841743119266055,367.741,0.011799410029498525,0.9423076923076923,learning-to-defer baseline
customer_age,50,0.0109832083641356,0.45703125,122.928,0.011799410029498525,0.9423076923076923,learning-to-defer baseline
customer_age,60,0.009704641350210971,0.48854961832061067,65.311,0.011799410029498525,0.9423076923076923,learning-to-defer baseline
customer_age,70,0.011799410029498525,0.48,12.228,0.011799410029498525,0.9423076923076923,learning-to-defer baseline
customer_age,80,0.0,0.5,3.0,0.011799410029498525,0.9423076923076923,learning-to-defer baseline
customer_age,90,0.0,0.0,0.0,0.011799410029498525,0.9423076923076923,learning-to-defer baseline
customer_age,10,0.0,0.9230769230769231,12.0,0.0030626254092301192,0.9294871794871795,MAGD-Heuristic
customer_age,20,0.0001437676714429482,0.9294871794871795,145.171,0.0030626254092301192,0.9294871794871795,MAGD-Heuristic
customer_age,30,0.00021903748670129545,0.9037037037037037,366.399,0.0030626254092301192,0.9294871794871795,MAGD-Heuristic
customer_age,40,0.0006563593932322054,0.8922018348623854,390.026,0.0030626254092301192,0.9294871794871795,MAGD-Heuristic
customer_age,50,0.0030626254092301192,0.7734375,199.653,0.0030626254092301192,0.9294871794871795,MAGD-Heuristic
customer_age,60,0.0016877637130801688,0.7709923664122137,101.228,0.0030626254092301192,0.9294871794871795,MAGD-Heuristic
customer_age,70,0.0,0.76,19.0,0.0030626254092301192,0.9294871794871795,MAGD-Heuristic
customer_age,80,0.0,0.6666666666666666,4.0,0.0030626254092301192,0.9294871794871795,MAGD-Heuristic
customer_age,90,0.0,0.0,0.0,0.0030626254092301192,0.9294871794871795,MAGD-Heuristic
customer_age,10,0.0,1.0,13.0,0.002640194318301827,1.0,MAGD-Learned
customer_age,20,0.0001437676714429482,0.9743589743589743,152.171,0.002640194318301827,1.0,MAGD-Learned
customer_age,30,0.00025032855623005195,0.9407407407407408,381.456,0.002640194318301827,1.0,MAGD-Learned
customer_age,40,0.0006563593932322054,0.944954128440367,413.026,0.002640194318301827,1.0,MAGD-Learned
customer_age,50,0.002640194318301827,0.88671875,228.425,0.002640194318301827,1.0,MAGD-Learned
customer_age,60,0.0016877637130801688,0.8549618320610687,112.228,0.002640194318301827,1.0,MAGD-Learned
customer_age,70,0.0,0.92,23.0,0.002640194318301827,1.0,MAGD-Learned
customer_age,80,0.0,0.8333333333333334,5.0,0.002640194318301827,1.0,MAGD-Learned
customer_age,90,0.0,0.0,0.0,0.002640194318301827,1.0,MAGD-Learned
customer_age,10,0.0,1.0,13.0,0.002640194318301827,1.0,MAGD-Constrained
customer_age,20,0.0001437676714429482,0.9743589743589743,152.171,0.002640194318301827,1.0,MAGD-Constrained
customer_age,30,0.00025032855623005195,0.9407407407407408,381.456,0.002640194318301827,1.0,MAGD-Constrained
customer_age,40,0.0006563593932322054,0.944954128440367,413.026,0.002640194318301827,1.0,MAGD-Constrained
customer_age,50,0.002640194318301827,0.88671875,228.425,0.002640194318301827,1.0,MAGD-Constrained
customer_age,60,0.0016877637130801688,0.8549618320610687,112.228,0.002640194318301827,1.0,MAGD-Constrained
customer_age,70,0.0,0.92,23.0,0.002640194318301827,1.0,MAGD-Constrained
customer_age,80,0.0,0.8333333333333334,5.0,0.002640194318301827,1.0,MAGD-Constrained
customer_age,90,0.0,0.0,0.0,0.002640194318301827,1.0,MAGD-Constrained
