expert,accuracy,false_positive_rate,false_negative_rate,cost_sensitive_loss,groupwise_false_positive_rate,groupwise_false_negative_rate,false_positive_rate_disparity,false_negative_rate_disparity,disparity_summary,bias_risk,fairness_available,remaining_capacity_total,remaining_capacity_by_batch,capacity_enabled,capacity_penalty,expected_cost
sparse#4,0.9453051211593824,0.04562303963501568,0.8921269095182138,4817.4400000000005,0.062135922330097085,1.0,0.062135922330097085,0.13842482100238662,"{""fnr_disparity"": 0.13842482100238662, ""fpr_disparity"": 0.062135922330097085, ""groups"": [{""false_negative_rate"": 0.88, ""false_positive_rate"": 0.046150049358341556, ""group"": ""10""}, {""false_negative_rate"": 0.8615751789976134, ""false_positive_rate"": 0.04648953352123381, ""group"": ""20""}, {""false_negative_rate"": 0.8921971252566735, ""false_positive_rate"": 0.04527749930152678, ""group"": ""30""}, {""false_negative_rate"": 0.8889852558542931, ""false_positive_rate"": 0.04562024896953126, ""group"": ""40""}, {""false_negative_rate"": 0.8996350364963503, ""false_positive_rate"": 0.04481350394772665, ""group"": ""50""}, {""false_negative_rate"": 0.9067245119305857, ""false_positive_rate"": 0.04625698324022346, ""group"": ""60""}, {""false_negative_rate"": 0.9117647058823529, ""false_positive_rate"": 0.03980288097043214, ""group"": ""70""}, {""false_negative_rate"": 0.8695652173913043, ""false_positive_rate"": 0.062135922330097085, ""group"": ""80""}, {""false_negative_rate"": 1.0, ""false_positive_rate"": 0.0, ""group"": ""90""}]}",0.13842482100238662,True,0.0,{},False,0.0,0.922412386977887
standard#17,0.9464183619241435,0.04445445843007862,0.8961222091656874,4808.277,0.045001108401684774,1.0,0.045001108401684774,0.13043478260869568,"{""fnr_disparity"": 0.13043478260869568, ""fpr_disparity"": 0.045001108401684774, ""groups"": [{""false_negative_rate"": 0.88, ""false_positive_rate"": 0.044545903257650545, ""group"": ""10""}, {""false_negative_rate"": 0.8949880668257757, ""false_positive_rate"": 0.045001108401684774, ""group"": ""20""}, {""false_negative_rate"": 0.8860369609856262, ""false_positive_rate"": 0.04414350748598945, ""group"": ""30""}, {""false_negative_rate"": 0.8941890719861232, ""false_positive_rate"": 0.04422212556183848, ""group"": ""40""}, {""false_negative_rate"": 0.9032846715328468, ""false_positive_rate"": 0.04481350394772665, ""group"": ""50""}, {""false_negative_rate"": 0.9088937093275488, ""false_positive_rate"": 0.04484171322160149, ""group"": ""60""}, {""false_negative_rate"": 0.8921568627450981, ""false_positive_rate"": 0.039423805913570885, ""group"": ""70""}, {""false_negative_rate"": 0.8695652173913043, ""false_positive_rate"": 0.038834951456310676, ""group"": ""80""}, {""false_negative_rate"": 1.0, ""false_positive_rate"": 0.0, ""group"": ""90""}]}",0.13043478260869568,True,0.0,{},False,0.0,0.924743069817941
sparse#6,0.9435999989925423,0.0473517251211862,0.8916568742655699,4854.143,0.05436893203883495,1.0,0.05436893203883495,0.16000000000000003,"{""fnr_disparity"": 0.16000000000000003, ""fpr_disparity"": 0.05436893203883495, ""groups"": [{""false_negative_rate"": 0.84, ""false_positive_rate"": 0.045286278381046395, ""group"": ""10""}, {""false_negative_rate"": 0.863961813842482, ""false_positive_rate"": 0.04776683451035036, ""group"": ""20""}, {""false_negative_rate"": 0.9045174537987679, ""false_positive_rate"": 0.04717570299275231, ""group"": ""30""}, {""false_negative_rate"": 0.8889852558542931, ""false_positive_rate"": 0.047691542906853915, ""group"": ""40""}, {""false_negative_rate"": 0.8932481751824818, ""false_positive_rate"": 0.046882657228423635, ""group"": ""50""}, {""false_negative_rate"": 0.89587852494577, ""false_positive_rate"": 0.04692737430167598, ""group"": ""60""}, {""false_negative_rate"": 0.8823529411764706, ""false_positive_rate"": 0.045489006823351025, ""group"": ""70""}, {""false_negative_rate"": 0.9130434782608695, ""false_positive_rate"": 0.05436893203883495, ""group"": ""80""}, {""false_negative_rate"": 1.0, ""false_positive_rate"": 0.0, ""group"": ""90""}]}",0.16000000000000003,True,0.0,{},False,0.0,0.9263559225974776
model_agreeing#1,0.9399857444734648,0.0508701983787527,0.9041128084606346,4985.917,0.056103108415466264,1.0,0.056103108415466264,0.10061601642710472,"{""fnr_disparity"": 0.10061601642710472, ""fpr_disparity"": 0.056103108415466264, ""groups"": [{""false_negative_rate"": 0.96, ""false_positive_rate"": 0.05231984205330701, ""group"": ""10""}, {""false_negative_rate"": 0.8997613365155132, ""false_positive_rate"": 0.050331992695105084, ""group"": ""20""}, {""false_negative_rate"": 0.8993839835728953, ""false_positive_rate"": 0.05094745837921344, ""group"": ""30""}, {""false_negative_rate"": 0.9054640069384216, ""false_positive_rate"": 0.051098821433749664, ""group"": ""40""}, {""false_negative_rate"": 0.906021897810219, ""false_positive_rate"": 0.05047644976858154, ""group"": ""50""}, {""false_negative_rate"": 0.9067245119305857, ""false_positive_rate"": 0.052067039106145255, ""group"": ""60""}, {""false_negative_rate"": 0.9019607843137255, ""false_positive_rate"": 0.056103108415466264, ""group"": ""70""}, {""false_negative_rate"": 0.9130434782608695, ""false_positive_rate"": 0.05242718446601942, ""group"": ""80""}, {""false_negative_rate"": 1.0, ""false_positive_rate"": 0.0, ""group"": ""90""}]}",0.10061601642710472,True,0.0,{},False,0.0,0.9271356130536444
model_agreeing#0,0.9490276773818189,0.04179905495132184,0.8977673325499412,4755.826,0.04240428159736517,1.0,0.04240428159736517,0.13603818615751795,"{""fnr_disparity"": 0.13603818615751795, ""fpr_disparity"": 0.04240428159736517, ""groups"": [{""false_negative_rate"": 0.88, ""false_positive_rate"": 0.04096742349457058, ""group"": ""10""}, {""false_negative_rate"": 0.863961813842482, ""false_positive_rate"": 0.04240428159736517, ""group"": ""20""}, {""false_negative_rate"": 0.8963039014373717, ""false_positive_rate"": 0.04219599980278403, ""group"": ""30""}, {""false_negative_rate"": 0.9028620988725065, ""false_positive_rate"": 0.04205762339733632, ""group"": ""40""}, {""false_negative_rate"": 0.9014598540145985, ""false_positive_rate"": 0.04020328523459479, ""group"": ""50""}, {""false_negative_rate"": 0.911062906724512, ""false_positive_rate"": 0.04059590316573557, ""group"": ""60""}, {""false_negative_rate"": 0.8921568627450981, ""false_positive_rate"": 0.03639120545868082, ""group"": ""70""}, {""false_negative_rate"": 0.9130434782608695, ""false_positive_rate"": 0.03300970873786408, ""group"": ""80""}, {""false_negative_rate"": 1.0, ""false_positive_rate"": 0.0, ""group"": ""90""}]}",0.13603818615751795,True,0.0,{},False,0.0,0.9273575159136701
standard#7,0.9429904870806143,0.0478889160454601,0.8989424206815512,4897.17,0.08333333333333333,1.0,0.03626917143116435,0.13043478260869568,"{""fnr_disparity"": 0.13043478260869568, ""fpr_disparity"": 0.03626917143116435, ""groups"": [{""false_negative_rate"": 0.92, ""false_positive_rate"": 0.04824777887462981, ""group"": ""10""}, {""false_negative_rate"": 0.8902147971360382, ""false_positive_rate"": 0.047524041760353, ""group"": ""20""}, {""false_negative_rate"": 0.9065708418891171, ""false_positive_rate"": 0.048104261508373464, ""group"": ""30""}, {""false_negative_rate"": 0.8898525585429314, ""false_positive_rate"": 0.04796081111870586, ""group"": ""40""}, {""false_negative_rate"": 0.9041970802919708, ""false_positive_rate"": 0.04706416190216898, ""group"": ""50""}, {""false_negative_rate"": 0.9002169197396963, ""false_positive_rate"": 0.0493854748603352, ""group"": ""60""}, {""false_negative_rate"": 0.9019607843137255, ""false_positive_rate"": 0.051933282789992416, ""group"": ""70""}, {""false_negative_rate"": 0.8695652173913043, ""false_positive_rate"": 0.07184466019417475, ""group"": ""80""}, {""false_negative_rate"": 1.0, ""false_positive_rate"": 0.08333333333333333, ""group"": ""90""}]}",0.13043478260869568,True,0.0,{},False,0.0,0.9277590454178815
standard#4,0.9443707041373769,0.04648865534237647,0.899412455934195,4867.82,0.16666666666666666,1.0,0.12079858478645437,0.13043478260869568,"{""fnr_disparity"": 0.13043478260869568, ""fpr_disparity"": 0.12079858478645437, ""groups"": [{""false_negative_rate"": 0.92, ""false_positive_rate"": 0.04726061204343534, ""group"": ""10""}, {""false_negative_rate"": 0.8902147971360382, ""false_positive_rate"": 0.04607784146689046, ""group"": ""20""}, {""false_negative_rate"": 0.9045174537987679, ""false_positive_rate"": 0.04642792578105741, ""group"": ""30""}, {""false_negative_rate"": 0.8907198612315698, ""false_positive_rate"": 0.04633484537790758, ""group"": ""40""}, {""false_negative_rate"": 0.906021897810219, ""false_positive_rate"": 0.04675560395680189, ""group"": ""50""}, {""false_negative_rate"": 0.9067245119305857, ""false_positive_rate"": 0.048864059590316575, ""group"": ""60""}, {""false_negative_rate"": 0.8823529411764706, ""false_positive_rate"": 0.04586808188021228, ""group"": ""70""}, {""false_negative_rate"": 0.8695652173913043, ""false_positive_rate"": 0.06019417475728155, ""group"": ""80""}, {""false_negative_rate"": 1.0, ""false_positive_rate"": 0.16666666666666666, ""group"": ""90""}]}",0.13043478260869568,True,0.0,{},False,0.0,0.9281492658104497
unfair#4,0.9518007047166651,0.039003625402256714,0.8970622796709753,4690.24,0.0511751326762699,1.0,0.0511751326762699,0.1470588235294118,"{""fnr_disparity"": 0.1470588235294118, ""fpr_disparity"": 0.0511751326762699, ""groups"": [{""false_negative_rate"": 0.92, ""false_positive_rate"": 0.040597235932872656, ""group"": ""10""}, {""false_negative_rate"": 0.8758949880668258, ""false_positive_rate"": 0.038034012097412674, ""group"": ""20""}, {""false_negative_rate"": 0.9014373716632443, ""false_positive_rate"": 0.03926241227998094, ""group"": ""30""}, {""false_negative_rate"": 0.8933217692974849, ""false_positive_rate"": 0.03960314008160898, ""group"": ""40""}, {""false_negative_rate"": 0.906021897810219, ""false_positive_rate"": 0.03853344223613758, ""group"": ""50""}, {""false_negative_rate"": 0.9045553145336226, ""false_positive_rate"": 0.03798882681564246, ""group"": ""60""}, {""false_negative_rate"": 0.8529411764705882, ""false_positive_rate"": 0.0511751326762699, ""group"": ""70""}, {""false_negative_rate"": 0.8695652173913043, ""false_positive_rate"": 0.03495145631067961, ""group"": ""80""}, {""false_negative_rate"": 1.0, ""false_positive_rate"": 0.0, ""group"": ""90""}]}",0.1470588235294118,True,0.0,{},False,0.0,0.9286972510247863
standard#2,0.9447862804409642,0.04612458755957473,0.8942420681551116,4837.669,0.04854368932038835,1.0,0.04854368932038835,0.16000000000000003,"{""fnr_disparity"": 0.16000000000000003, ""fpr_disparity"": 0.04854368932038835, ""groups"": [{""false_negative_rate"": 0.84, ""false_positive_rate"": 0.045409674234945706, ""group"": ""10""}, {""false_negative_rate"": 0.8782816229116945, ""false_positive_rate"": 0.04656342696688518, ""group"": ""20""}, {""false_negative_rate"": 0.8921971252566735, ""false_positive_rate"": 0.04637040445708088, ""group"": ""30""}, {""false_negative_rate"": 0.8889852558542931, ""false_positive_rate"": 0.045899873651069824, ""group"": ""40""}, {""false_negative_rate"": 0.9032846715328468, ""false_positive_rate"": 0.045702876849078866, ""group"": ""50""}, {""false_negative_rate"": 0.911062906724512, ""false_positive_rate"": 0.04625698324022346, ""group"": ""60""}, {""false_negative_rate"": 0.8725490196078431, ""false_positive_rate"": 0.03752843062926459, ""group"": ""70""}, {""false_negative_rate"": 0.9130434782608695, ""false_positive_rate"": 0.04854368932038835, ""group"": ""80""}, {""false_negative_rate"": 1.0, ""false_positive_rate"": 0.0, ""group"": ""90""}]}",0.16000000000000003,True,0.0,{},False,0.0,0.9288711696460075
sparse#1,0.9548658947861545,0.035811030999226036,0.9057579318448884,4655.762,0.04271844660194175,1.0,0.0077243455038384715,0.10784313725490191,"{""fnr_disparity"": 0.10784313725490191, ""fpr_disparity"": 0.0077243455038384715, ""groups"": [{""false_negative_rate"": 0.92, ""false_positive_rate"": 0.03578479763079961, ""group"": ""10""}, {""false_negative_rate"": 0.9164677804295943, ""false_positive_rate"": 0.03552163494526607, ""group"": ""20""}, {""false_negative_rate"": 0.9127310061601642, ""false_positive_rate"": 0.03620556477722813, ""group"": ""30""}, {""false_negative_rate"": 0.8924544666088465, ""false_positive_rate"": 0.035833385115681765, ""group"": ""40""}, {""false_negative_rate"": 0.9014598540145985, ""false_positive_rate"": 0.034994101098103275, ""group"": ""50""}, {""false_negative_rate"": 0.9240780911062907, ""false_positive_rate"": 0.037243947858473, ""group"": ""60""}, {""false_negative_rate"": 0.8921568627450981, ""false_positive_rate"": 0.0356330553449583, ""group"": ""70""}, {""false_negative_rate"": 0.9565217391304348, ""false_positive_rate"": 0.04271844660194175, ""group"": ""80""}, {""false_negative_rate"": 1.0, ""false_positive_rate"": 0.041666666666666664, ""group"": ""90""}]}",0.10784313725490191,True,0.0,{},False,0.0,0.9293677880628247
sparse#2,0.9535310133261468,0.03720110798810542,0.9019976498237368,4670.884,0.125,1.0,0.09315769522365427,0.13043478260869568,"{""fnr_disparity"": 0.13043478260869568, ""fpr_disparity"": 0.09315769522365427, ""groups"": [{""false_negative_rate"": 0.92, ""false_positive_rate"": 0.033933859822309974, ""group"": ""10""}, {""false_negative_rate"": 0.8854415274463007, ""false_positive_rate"": 0.03642946870612577, ""group"": ""20""}, {""false_negative_rate"": 0.9055441478439425, ""false_positive_rate"": 0.0373642085887554, ""group"": ""30""}, {""false_negative_rate"": 0.9054640069384216, ""false_positive_rate"": 0.038339650779842166, ""group"": ""40""}, {""false_negative_rate"": 0.8978102189781022, ""false_positive_rate"": 0.03715400671567293, ""group"": ""50""}, {""false_negative_rate"": 0.9154013015184381, ""false_positive_rate"": 0.03597765363128492, ""group"": ""60""}, {""false_negative_rate"": 0.8823529411764706, ""false_positive_rate"": 0.03184230477634572, ""group"": ""70""}, {""false_negative_rate"": 0.8695652173913043, ""false_positive_rate"": 0.038834951456310676, ""group"": ""80""}, {""false_negative_rate"": 1.0, ""false_positive_rate"": 0.125, ""group"": ""90""}]}",0.13043478260869568,True,0.0,{},False,0.0,0.9302050695007978
sparse#8,0.9464334737897284,0.04437298871644466,0.9022326674500587,4832.453,0.06019417475728155,1.0,0.06019417475728155,0.12745098039215685,"{""fnr_disparity"": 0.12745098039215685, ""fpr_disparity"": 0.06019417475728155, ""groups"": [{""false_negative_rate"": 0.96, ""false_positive_rate"": 0.044545903257650545, ""group"": ""10""}, {""false_negative_rate"": 0.8878281622911695, ""false_positive_rate"": 0.04434662359734406, ""group"": ""20""}, {""false_negative_rate"": 0.9065708418891171, ""false_positive_rate"": 0.04425033280194587, ""group"": ""30""}, {""false_negative_rate"": 0.9098005203816132, ""false_positive_rate"": 0.0445535325918101, ""group"": ""40""}, {""false_negative_rate"": 0.8987226277372263, ""false_positive_rate"": 0.04443234413286142, ""group"": ""50""}, {""false_negative_rate"": 0.8980477223427332, ""false_positive_rate"": 0.043649906890130354, ""group"": ""60""}, {""false_negative_rate"": 0.8725490196078431, ""false_positive_rate"": 0.04359363153904473, ""group"": ""70""}, {""false_negative_rate"": 0.9130434782608695, ""false_positive_rate"": 0.06019417475728155, ""group"": ""80""}, {""false_negative_rate"": 1.0, ""false_positive_rate"": 0.0, ""group"": ""90""}]}",0.12745098039215685,True,0.0,{},False,0.0,0.9302521238853274
